#separator:tab
#html:true
#tags column:4
#deck column:5
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是 (shì) — verbe copule</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>是 = être. Négation : 不是. Question : 是…吗 ? ou A是不是B ?<br><br><b>Exemples :</b><br>• 我是法国人。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">shì</span> <span class=""t3"">fǎ</span><span class=""t2"">guó</span><span class=""t2"">rén</span>。</small><br><i>Je suis français(e).</i><br><br>• 她不是老师，是医生。<br><small><span class=""t1"">tā</span> <span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>， <span class=""t4"">shì</span> <span class=""t1"">yī</span><span class=""t1"">shēng</span>。</small><br><i>Elle n'est pas professeure, elle est médecin.</i><br><br>• 你是学生吗？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span> <span class=""t0"">ma</span>？</small><br><i>Es-tu étudiant(e) ?</i><br><br></div>"		HSK::1 grammaire deck_v2	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">敢 + verbe — oser</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>敢 est un verbe modal : 敢 + verbe = oser faire quelque chose. La négation est 不敢 + verbe (ne pas oser, en général ou maintenant) ou 没敢 + verbe (ne pas avoir osé, fait passé). Pour poser la question, on dit 敢不敢 + verbe ? ou 你敢 + verbe + 吗 ? En réponse, 敢 peut s'employer seul : 我不敢。<br><br><b>Exemples :</b><br>• 我不敢一个人在家。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">bù</span><span class=""t3"">gǎn</span> <span class=""t2"">yí</span><span class=""t4"">gè</span> <span class=""t2"">rén</span> <span class=""t4"">zài</span><span class=""t1"">jiā</span>。</small><br><i>Je n'ose pas rester seul à la maison.</i><br><br>• 你敢不敢跟他说实话？<br><small><span class=""t3"">nǐ</span> <span class=""t3"">gǎn</span><span class=""t4"">bù</span><span class=""t3"">gǎn</span> <span class=""t1"">gēn</span> <span class=""t1"">tā</span> <span class=""t1"">shuō</span><span class=""t2"">shí</span><span class=""t4"">huà</span>？</small><br><i>Est-ce que tu oses lui dire la vérité ?</i><br><br>• 我很想问老师，但是没敢问。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">hěn</span> <span class=""t3"">xiǎng</span> <span class=""t4"">wèn</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>， <span class=""t4"">dàn</span><span class=""t4"">shì</span> <span class=""t2"">méi</span><span class=""t3"">gǎn</span> <span class=""t4"">wèn</span>。</small><br><i>J'avais très envie de demander au professeur, mais je n'ai pas osé.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">各 / 各位 / 各种 / 任何 / 此 — chaque, divers, n'importe quel, ce</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>各 + classificateur ou nom = chacun des, chaque (各国、各个城市), et 各位 s'adresse poliment à un groupe (« chers…, mesdames et messieurs »). 各种 + nom = toutes sortes de, divers. 任何 + nom = n'importe quel, et avec une négation « aucun » ; il est presque toujours suivi de 都 ou 也 : 任何人都可以…, 任何人都不能…. 此 = « ce, ceci » en registre écrit, surtout dans des expressions figées : 此时、此外、因此、从此、到此为止.<br><br><b>Exemples :</b><br>• 各位同学，今天的课就到此结束。<br><small><span class=""t4"">gè</span><span class=""t4"">wèi</span> <span class=""t2"">tóng</span><span class=""t2"">xué</span>， <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t0"">de</span> <span class=""t4"">kè</span> <span class=""t4"">jiù</span> <span class=""t4"">dào</span><span class=""t3"">cǐ</span><span class=""t2"">jié</span><span class=""t4"">shù</span>。</small><br><i>Chers étudiants, le cours d'aujourd'hui s'arrête ici.</i><br><br>• 超市里有各种水果和蔬菜。<br><small><span class=""t1"">chāo</span><span class=""t4"">shì</span> <span class=""t3"">lǐ</span> <span class=""t3"">yǒu</span> <span class=""t4"">gè</span><span class=""t3"">zhǒng</span> <span class=""t3"">shuǐ</span><span class=""t3"">guǒ</span> <span class=""t2"">hé</span> <span class=""t1"">shū</span><span class=""t4"">cài</span>。</small><br><i>Au supermarché, il y a toutes sortes de fruits et de légumes.</i><br><br>• 任何问题都可以问我。<br><small><span class=""t4"">rèn</span><span class=""t2"">hé</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span> <span class=""t1"">dōu</span> <span class=""t3"">kě</span><span class=""t3"">yǐ</span> <span class=""t4"">wèn</span> <span class=""t3"">wǒ</span>。</small><br><i>Tu peux me poser n'importe quelle question.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">打 / 袋 / 棵 / 台 / 幅 — classificateurs spécialisés</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Ces classificateurs s'emploient avec des noms précis : 打 = une douzaine (一打鸡蛋、一打啤酒), 袋 = un sac, un sachet (一袋米、一袋牛奶), 棵 = pour les arbres et les plantes (一棵树), 台 = pour les machines et les appareils (一台电脑、一台电视), 幅 = pour les tableaux, les images et les cartes (一幅画、一幅地图). Structure : nombre ou 这 / 那 + classificateur + nom.<br><br><b>Exemples :</b><br>• 我买了一打鸡蛋和两袋牛奶。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">mǎi</span> <span class=""t0"">le</span> <span class=""t4"">yì</span><span class=""t3"">dǎ</span> <span class=""t1"">jī</span><span class=""t4"">dàn</span> <span class=""t2"">hé</span> <span class=""t3"">liǎng</span><span class=""t4"">dài</span> <span class=""t2"">niú</span><span class=""t3"">nǎi</span>。</small><br><i>J'ai acheté une douzaine d'œufs et deux sachets de lait.</i><br><br>• 院子里有两棵大树。<br><small><span class=""t4"">yuàn</span><span class=""t0"">zi</span> <span class=""t3"">lǐ</span> <span class=""t3"">yǒu</span> <span class=""t3"">liǎng</span><span class=""t1"">kē</span> <span class=""t4"">dà</span><span class=""t4"">shù</span>。</small><br><i>Il y a deux grands arbres dans la cour.</i><br><br>• 墙上挂着一幅画，桌上放着一台电脑。<br><small><span class=""t2"">qiáng</span><span class=""t4"">shàng</span> <span class=""t4"">guà</span> <span class=""t0"">zhe</span> <span class=""t4"">yì</span><span class=""t2"">fú</span> <span class=""t4"">huà</span>， <span class=""t1"">zhuō</span><span class=""t4"">shàng</span> <span class=""t4"">fàng</span><span class=""t0"">zhe</span> <span class=""t4"">yì</span><span class=""t2"">tái</span> <span class=""t4"">diàn</span><span class=""t3"">nǎo</span>。</small><br><i>Un tableau est accroché au mur, et un ordinateur est posé sur la table.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">一脸 / 一手 / 一屋子 / 一桌子 / 一盒 — noms employés comme classificateurs</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Certains noms de contenants ou de parties du corps servent de classificateurs. Avec 盒 (boîte), le nombre est libre : 两盒饼干. Avec 脸、手、屋子、桌子, le nombre est presque toujours 一 et le sens devient « plein de, couvert de » : 一脸汗 (le visage couvert de sueur), 一手油 (les mains pleines de graisse), 一屋子人 (une pièce pleine de monde), 一桌子菜 (une table couverte de plats). On peut ajouter 的 : 一脸的汗.<br><br><b>Exemples :</b><br>• 妈妈做了一桌子菜。<br><small><span class=""t1"">mā</span><span class=""t0"">ma</span> <span class=""t4"">zuò</span> <span class=""t0"">le</span> <span class=""t4"">yì</span> <span class=""t1"">zhuō</span><span class=""t0"">zi</span> <span class=""t4"">cài</span>。</small><br><i>Maman a préparé une table pleine de plats.</i><br><br>• 家里来了一屋子客人。<br><small><span class=""t1"">jiā</span><span class=""t3"">lǐ</span> <span class=""t2"">lái</span> <span class=""t0"">le</span> <span class=""t4"">yì</span> <span class=""t1"">wū</span><span class=""t0"">zi</span> <span class=""t4"">kè</span><span class=""t2"">rén</span>。</small><br><i>Toute une foule d'invités a rempli la maison.</i><br><br>• 他修完车，弄了一手油。<br><small><span class=""t1"">tā</span><span class=""t1"">xiū</span> <span class=""t2"">wán</span><span class=""t1"">chē</span>， <span class=""t4"">nòng</span> <span class=""t0"">le</span> <span class=""t4"">yì</span><span class=""t3"">shǒu</span> <span class=""t2"">yóu</span>。</small><br><i>Après avoir réparé la voiture, il avait les mains pleines de graisse.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">场 / 顿 / 趟 — classificateurs verbaux</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Ces classificateurs comptent des actions : verbe + nombre + 场 / 顿 / 趟. 趟 = un déplacement, un aller-retour (去一趟银行) ; 顿 = un repas, ou une série de reproches ou de coups (吃一顿饭、骂了他一顿) ; 场 = une occurrence d'un événement qui dure un certain temps : pluie, maladie, pleurs, match (下了一场雨、哭了一场). Un nom de lieu peut se placer avant ou après le classificateur (去一趟北京 / 去北京一趟), mais un pronom se place toujours avant (骂了他一顿).<br><br><b>Exemples :</b><br>• 我明天要去一趟银行。<br><small><span class=""t3"">wǒ</span> <span class=""t2"">míng</span><span class=""t1"">tiān</span> <span class=""t4"">yào</span> <span class=""t4"">qù</span><span class=""t2"">yí</span><span class=""t4"">tàng</span> <span class=""t2"">yín</span><span class=""t2"">háng</span>。</small><br><i>Demain, je dois faire un saut à la banque.</i><br><br>• 妈妈骂了他一顿。<br><small><span class=""t1"">mā</span><span class=""t0"">ma</span> <span class=""t4"">mà</span> <span class=""t0"">le</span> <span class=""t1"">tā</span> <span class=""t2"">yí</span><span class=""t4"">dùn</span>。</small><br><i>Maman lui a passé un savon.</i><br><br>• 昨天晚上下了一场大雨。<br><small><span class=""t2"">zuó</span><span class=""t1"">tiān</span><span class=""t3"">wǎn</span><span class=""t0"">shang</span> <span class=""t4"">xià</span> <span class=""t0"">le</span> <span class=""t4"">yì</span><span class=""t3"">chǎng</span> <span class=""t4"">dà</span><span class=""t3"">yǔ</span>。</small><br><i>Hier soir, il est tombé une grosse averse.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">十分 / 更加 / 稍微 / 尤其 / 多么 — très, encore plus, un peu, surtout, que… !</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>十分 = très, extrêmement (≈ 非常, un peu plus écrit) ; 更加 = encore plus (≈ 更, surtout devant un mot de deux syllabes : 更加努力). 稍 / 稍微 = un peu, légèrement ; ils demandent presque toujours 一点儿、一些 ou 一下 après : 稍微等一下、稍微贵一点儿 (et non *稍微贵). 尤其 = surtout, en particulier, souvent sous la forme 尤其是 + élément mis en avant. 多么 = « que…, comme… ! » dans une exclamation, avec 啊 en fin de phrase : 多么漂亮啊！<br><br><b>Exemples :</b><br>• 这个问题十分重要，我们要更加注意。<br><small><span class=""t4"">zhè</span><span class=""t4"">gè</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span> <span class=""t2"">shí</span><span class=""t1"">fēn</span> <span class=""t4"">zhòng</span><span class=""t4"">yào</span>， <span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t4"">yào</span> <span class=""t4"">gèng</span><span class=""t1"">jiā</span> <span class=""t4"">zhù</span><span class=""t4"">yì</span>。</small><br><i>Ce problème est très important, nous devons y faire encore plus attention.</i><br><br>• 这件衣服稍微大了一点儿。<br><small><span class=""t4"">zhè</span><span class=""t4"">jiàn</span> <span class=""t1"">yī</span><span class=""t0"">fu</span> <span class=""t1"">shāo</span><span class=""t1"">wēi</span> <span class=""t4"">dà</span> <span class=""t0"">le</span> <span class=""t4"">yì</span><span class=""t3"">diǎn</span><span class=""t0"">r</span>。</small><br><i>Ce vêtement est un peu trop grand.</i><br><br>• 这里的风景多么美啊，尤其是秋天！<br><small><span class=""t4"">zhè</span><span class=""t3"">lǐ</span> <span class=""t0"">de</span> <span class=""t1"">fēng</span><span class=""t3"">jǐng</span> <span class=""t1"">duō</span><span class=""t0"">me</span> <span class=""t3"">měi</span> <span class=""t0"">a</span>， <span class=""t2"">yóu</span><span class=""t2"">qí</span> <span class=""t4"">shì</span> <span class=""t1"">qiū</span><span class=""t1"">tiān</span>！</small><br><i>Que le paysage est beau ici, surtout en automne !</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">共 / 全 / 光 / 仅仅 / 至少 — en tout, tous, seulement, au moins</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Ces adverbes délimitent une quantité ou une portée et se placent devant le verbe (ou devant le nombre). 共 = en tout (≈ 一共, plus écrit) : 共有三十人 ; 全 = entièrement, tous sans exception : 我全忘了. 光 (oral) et 仅 / 仅仅 (écrit) = seulement, ne… que ; 仅仅 insiste sur le fait que c'est peu : 仅仅三天. 至少 = au moins : 至少要一个小时.<br><br><b>Exemples :</b><br>• 我们班共有二十个学生，今天全来了。<br><small><span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t1"">bān</span> <span class=""t4"">gòng</span><span class=""t3"">yǒu</span> <span class=""t4"">èr</span><span class=""t2"">shí</span><span class=""t4"">gè</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span>， <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t2"">quán</span><span class=""t2"">lái</span> <span class=""t0"">le</span>。</small><br><i>Notre classe compte vingt étudiants en tout ; aujourd'hui, ils sont tous venus.</i><br><br>• 他光吃菜，不吃饭。<br><small><span class=""t1"">tā</span><span class=""t1"">guāng</span> <span class=""t1"">chī</span> <span class=""t4"">cài</span>， <span class=""t4"">bù</span> <span class=""t1"">chī</span><span class=""t4"">fàn</span>。</small><br><i>Il ne mange que les plats, pas le riz.</i><br><br>• 从这里到机场至少要一个小时。<br><small><span class=""t2"">cóng</span> <span class=""t4"">zhè</span><span class=""t3"">lǐ</span> <span class=""t4"">dào</span> <span class=""t1"">jī</span><span class=""t3"">chǎng</span> <span class=""t4"">zhì</span><span class=""t3"">shǎo</span> <span class=""t4"">yào</span> <span class=""t2"">yí</span><span class=""t4"">gè</span> <span class=""t3"">xiǎo</span><span class=""t2"">shí</span>。</small><br><i>D'ici à l'aéroport, il faut au moins une heure.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">按时 / 从来 / 赶紧 / 忽然 / 将要 / 本来 — adverbes de temps</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>按时 = à l'heure, dans les délais (按时上班、按时完成). 从来 s'emploie surtout avec une négation : 从来不 + verbe (jamais, par habitude) ou 从来没(有) + verbe + 过 (n'avoir jamais fait) ; à l'écrit, 从 seul fonctionne de même (从不、从没). 赶紧 / 赶快 = vite, sans tarder (赶快 est fréquent à l'impératif : 赶快走！) ; 忽然 = soudain. 已 = 已经 à l'écrit, et 将 / 将要 = aller, être sur le point de (futur écrit). 本来 = au départ, initialement (本来想去，后来…), ou « naturellement, normalement » (本来就应该这样).<br><br><b>Exemples :</b><br>• 他从来没有迟到过，每天都按时上班。<br><small><span class=""t1"">tā</span> <span class=""t2"">cóng</span><span class=""t2"">lái</span> <span class=""t2"">méi</span><span class=""t3"">yǒu</span> <span class=""t2"">chí</span><span class=""t4"">dào</span> <span class=""t4"">guò</span>， <span class=""t3"">měi</span><span class=""t1"">tiān</span> <span class=""t1"">dōu</span> <span class=""t4"">àn</span><span class=""t2"">shí</span> <span class=""t4"">shàng</span><span class=""t1"">bān</span>。</small><br><i>Il n'a jamais été en retard ; il arrive au travail à l'heure tous les jours.</i><br><br>• 我本来想去公园，可是忽然下起雨来了。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">běn</span><span class=""t2"">lái</span> <span class=""t3"">xiǎng</span> <span class=""t4"">qù</span> <span class=""t1"">gōng</span><span class=""t2"">yuán</span>， <span class=""t3"">kě</span><span class=""t4"">shì</span> <span class=""t1"">hū</span><span class=""t2"">rán</span> <span class=""t4"">xià</span> <span class=""t3"">qǐ</span> <span class=""t3"">yǔ</span><span class=""t2"">lái</span> <span class=""t0"">le</span>。</small><br><i>Au départ, je voulais aller au parc, mais il s'est soudain mis à pleuvoir.</i><br><br>• 飞机将要起飞，请大家赶快坐好。<br><small><span class=""t1"">fēi</span><span class=""t1"">jī</span> <span class=""t1"">jiāng</span><span class=""t4"">yào</span> <span class=""t3"">qǐ</span><span class=""t1"">fēi</span>， <span class=""t3"">qǐng</span> <span class=""t4"">dà</span><span class=""t1"">jiā</span> <span class=""t3"">gǎn</span><span class=""t4"">kuài</span> <span class=""t4"">zuò</span> <span class=""t3"">hǎo</span>。</small><br><i>L'avion va bientôt décoller, veuillez vite vous asseoir.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">重新 / 再次 / 往往 / 偶尔 / 老 — adverbes de fréquence</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>重新 = de nouveau, en recommençant depuis le début, souvent autrement : 重新写一遍 ; 再次 = une nouvelle fois (écrit) : 再次感谢大家. 往往 = généralement, pour une régularité constatée dans certaines circonstances ; contrairement à 常常, il ne s'emploie ni pour l'avenir ni dans un conseil (on dit 以后常常来, et non *以后往往来). 偶尔 = de temps en temps, rarement. 老 (oral) = tout le temps, sans arrêt, souvent avec une nuance de reproche : 他老迟到.<br><br><b>Exemples :</b><br>• 这篇作文写得不好，我要重新写。<br><small><span class=""t4"">zhè</span><span class=""t1"">piān</span> <span class=""t4"">zuò</span><span class=""t2"">wén</span> <span class=""t3"">xiě</span><span class=""t0"">de</span> <span class=""t4"">bù</span><span class=""t3"">hǎo</span>， <span class=""t3"">wǒ</span><span class=""t4"">yào</span> <span class=""t2"">chóng</span><span class=""t1"">xīn</span> <span class=""t3"">xiě</span>。</small><br><i>Cette rédaction n'est pas bonne, je dois la refaire.</i><br><br>• 周末他往往在家看书，偶尔去看电影。<br><small><span class=""t1"">zhōu</span><span class=""t4"">mò</span> <span class=""t1"">tā</span> <span class=""t3"">wǎng</span><span class=""t3"">wǎng</span> <span class=""t4"">zài</span><span class=""t1"">jiā</span> <span class=""t4"">kàn</span><span class=""t1"">shū</span>， <span class=""t3"">ǒu</span><span class=""t3"">ěr</span> <span class=""t4"">qù</span> <span class=""t4"">kàn</span> <span class=""t4"">diàn</span><span class=""t3"">yǐng</span>。</small><br><i>Le week-end, il reste généralement chez lui à lire, et va de temps en temps au cinéma.</i><br><br>• 你怎么老忘带钥匙？<br><small><span class=""t3"">nǐ</span> <span class=""t3"">zěn</span><span class=""t0"">me</span> <span class=""t3"">lǎo</span> <span class=""t4"">wàng</span><span class=""t4"">dài</span> <span class=""t4"">yào</span><span class=""t0"">shi</span>？</small><br><i>Pourquoi est-ce que tu oublies tout le temps tes clés ?</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">故意 / 互相 / 相互 — exprès, mutuellement</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>故意 + verbe = faire exprès, délibérément ; pour s'excuser, on dit souvent 我不是故意的 (« je ne l'ai pas fait exprès »). 互相 + verbe = l'un l'autre, mutuellement : le sujet est pluriel et on n'ajoute pas d'objet (同学们互相帮助, et non *互相帮助他们). 相互 a le même sens, dans un registre plus écrit, et peut aussi qualifier directement un nom : 相互关系、相互理解.<br><br><b>Exemples :</b><br>• 他故意不回答我的问题。<br><small><span class=""t1"">tā</span> <span class=""t4"">gù</span><span class=""t4"">yì</span> <span class=""t4"">bù</span> <span class=""t2"">huí</span><span class=""t2"">dá</span> <span class=""t3"">wǒ</span> <span class=""t0"">de</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span>。</small><br><i>Il ne répond pas à ma question, et c'est exprès.</i><br><br>• 同学们应该互相帮助。<br><small><span class=""t2"">tóng</span><span class=""t2"">xué</span> <span class=""t0"">men</span> <span class=""t1"">yīng</span><span class=""t1"">gāi</span> <span class=""t4"">hù</span><span class=""t1"">xiāng</span><span class=""t1"">bāng</span><span class=""t4"">zhù</span>。</small><br><i>Les camarades de classe devraient s'entraider.</i><br><br>• 朋友之间要相互尊重。<br><small><span class=""t2"">péng</span><span class=""t0"">you</span> <span class=""t1"">zhī</span><span class=""t1"">jiān</span> <span class=""t4"">yào</span> <span class=""t1"">xiāng</span><span class=""t4"">hù</span><span class=""t1"">zūn</span><span class=""t4"">zhòng</span>。</small><br><i>Entre amis, il faut se respecter mutuellement.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">Sujet + 却 + verbe — pourtant (contraste inattendu)</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>却 marque un contraste, souvent inattendu, avec ce qui précède : « pourtant, mais ». C'est un adverbe : il se place après le sujet, juste devant le verbe ou l'adjectif, jamais en tête de proposition (他却没来, et non *却他没来). Il s'emploie seul ou avec 但是 / 可是 placés en tête (但是他却…), alors que 但是 est une conjonction qui ouvre la proposition. Pour 虽然…却…, voir la fiche correspondante.<br><br><b>Exemples :</b><br>• 我给他打了电话，他却没接。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">gěi</span> <span class=""t1"">tā</span> <span class=""t3"">dǎ</span> <span class=""t0"">le</span> <span class=""t4"">diàn</span><span class=""t4"">huà</span>， <span class=""t1"">tā</span> <span class=""t4"">què</span> <span class=""t2"">méi</span><span class=""t1"">jiē</span>。</small><br><i>Je l'ai appelé, mais il n'a pas décroché.</i><br><br>• 天气很冷，他却只穿了一件衬衫。<br><small><span class=""t1"">tiān</span><span class=""t4"">qì</span> <span class=""t3"">hěn</span> <span class=""t3"">lěng</span>， <span class=""t1"">tā</span> <span class=""t4"">què</span> <span class=""t3"">zhǐ</span> <span class=""t1"">chuān</span> <span class=""t0"">le</span> <span class=""t2"">yí</span><span class=""t4"">jiàn</span> <span class=""t4"">chèn</span><span class=""t1"">shān</span>。</small><br><i>Il fait très froid, pourtant il ne porte qu'une chemise.</i><br><br>• 这个问题看起来简单，做起来却很难。<br><small><span class=""t4"">zhè</span><span class=""t4"">gè</span> <span class=""t4"">wèn</span><span class=""t2"">tí</span> <span class=""t4"">kàn</span><span class=""t3"">qǐ</span><span class=""t2"">lái</span> <span class=""t3"">jiǎn</span><span class=""t1"">dān</span>， <span class=""t4"">zuò</span> <span class=""t3"">qǐ</span><span class=""t2"">lái</span> <span class=""t4"">què</span> <span class=""t3"">hěn</span> <span class=""t2"">nán</span>。</small><br><i>Ce problème a l'air simple, mais il est difficile à résoudre.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">也许 / 恐怕 — peut-être, je crains que</span><br><br><small style=""color:#888"">HSK 4</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>也许 = peut-être (supposition neutre) ; 恐怕 = je crains que, probablement, surtout pour annoncer quelque chose de fâcheux. Tous deux se placent devant le verbe ou en tête de phrase : 他也许不来了 / 也许他不来了. Contrairement à 可能, ce sont de purs adverbes : on ne dit pas *很也许 ni *不也许 (alors qu'on dit 很可能、不可能).<br><br><b>Exemples :</b><br>• 他也许已经回家了。<br><small><span class=""t1"">tā</span> <span class=""t3"">yě</span><span class=""t3"">xǔ</span> <span class=""t3"">yǐ</span><span class=""t1"">jīng</span> <span class=""t2"">huí</span><span class=""t1"">jiā</span> <span class=""t0"">le</span>。</small><br><i>Il est peut-être déjà rentré chez lui.</i><br><br>• 也许你说得对。<br><small><span class=""t3"">yě</span><span class=""t3"">xǔ</span> <span class=""t3"">nǐ</span> <span class=""t1"">shuō</span><span class=""t0"">de</span><span class=""t4"">duì</span>。</small><br><i>Tu as peut-être raison.</i><br><br>• 天这么黑，恐怕要下雨了。<br><small><span class=""t1"">tiān</span> <span class=""t4"">zhè</span><span class=""t0"">me</span> <span class=""t1"">hēi</span>， <span class=""t3"">kǒng</span><span class=""t4"">pà</span> <span class=""t4"">yào</span> <span class=""t4"">xià</span><span class=""t3"">yǔ</span> <span class=""t0"">le</span>。</small><br><i>Le ciel est si sombre, je crains qu'il ne pleuve.</i><br><br></div>"		HSK::4 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::4 · HSK 4
